nama_course,kategori,level,price,jumlah_peserta,content_duration,level,title_clean,rating,num_reviews,benefit
Automate Your Finances,Business Finance,beginner level,20,690,1.0,Beginner,automate your finances,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Futures/Commodity Training (Basics),Business Finance,beginner level,0,4863,1.5,Beginner,futures/commodity training (basics),4.3287797,1553.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Master Finance in Three Hours,Business Finance,beginner level,20,721,3.0,Beginner,master finance in three hours,3.6066413,30.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Learn Options on Futures for Hedging Options and Stocks,Business Finance,expert level,60,51,0.7,Expert,learn options on futures for hedging options and stocks,4.2336864,38.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introductory Forex Trading Course,Business Finance,beginner level,0,5931,3.5,Beginner,introductory forex trading course,4.4804826,1267.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Budgeting Hacks to Build Wealth!,Business Finance,beginner level,0,4931,0.5333333333333333,Beginner,budgeting hacks to build wealth!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Forex Prep Academy for Beginners-Real trades!,Business Finance,beginner level,75,1303,3.0,Beginner,forex prep academy for beginners-real trades!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Value Investing For Beginners,Business Finance,beginner level,100,801,2.5,Beginner,value investing for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,Business Finance,beginner level,30,1278,0.7166666666666667,Beginner,mql4 tutorial bootcamp - trading robot coding in metatrader4,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Business finances,Business Finance,beginner level,75,4695,1.0,Beginner,business finances,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Accounting - A Brief Introduction,Business Finance,beginner level,0,17847,1.0,Beginner,financial accounting - a brief introduction,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Trading Economic Indicators - Complete Trading System,Business Finance,beginner level,50,2692,1.5,Beginner,trading economic indicators - complete trading system,4.613522,115.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Covered Calls - Powerful Income Strategy for Stock Traders,Business Finance,beginner level,60,22,1.0,Beginner,covered calls - powerful income strategy for stock traders,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Accounting 1 Simplified for You,Business Finance,beginner level,45,2490,3.0,Beginner,accounting 1 simplified for you,4.3755145,1653.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
[Value Investing] Where White People Keep Their Money,Business Finance,expert level,200,2715,4.0,Expert,[value investing] where white people keep their money,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
7 Steps: Your Introduction to Trading,Business Finance,beginner level,25,1076,5.0,Beginner,7 steps: your introduction to trading,4.0577097,36.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
The Actuarial Profession: Basic Sciences and Principles,Business Finance,beginner level,25,1531,0.5833333333333334,Beginner,the actuarial profession: basic sciences and principles,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Investing in stocks: Avoid stock market loss,Business Finance,beginner level,125,1136,1.0,Beginner,investing in stocks: avoid stock market loss,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Adventure Capital: How to pay off debt ,Business Finance,beginner level,20,2895,1.0,Beginner,adventure capital: how to pay off debt,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Simple things you must know before start FOREX (OFFER),Business Finance,beginner level,200,1053,0.7333333333333333,Beginner,simple things you must know before start forex (offer),4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Finance - Ratios Analysis & Interpretations,Business Finance,beginner level,30,10338,2.5,Beginner,finance - ratios analysis & interpretations,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Forex Trading -  Learn to Trade From Scratch!,Business Finance,beginner level,20,1423,1.5,Beginner,forex trading -  learn to trade from scratch!,3.8778157,182.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Corporate Internal Controls and Fraud Controls,Business Finance,intermediate level,50,1,2.0,Intermediate,corporate internal controls and fraud controls,4.0154076,581.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
"Forex trading tactics, that work!",Business Finance,beginner level,20,10,0.6,Beginner,"forex trading tactics, that work!",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Trading Options Basics,Business Finance,beginner level,200,8,1.5,Beginner,trading options basics,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Practical Trading on Financial Futures & Options Markets,Business Finance,beginner level,50,43,4.0,Beginner,practical trading on financial futures & options markets,3.3007886,5.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Bookkeeping made simple,Business Finance,beginner level,30,23,1.0,Beginner,bookkeeping made simple,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
The Visual Learning Basic Accounting Course,Business Finance,beginner level,20,9,1.0,Beginner,the visual learning basic accounting course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
How to trade options,Business Finance,intermediate level,45,12,0.7166666666666667,Intermediate,how to trade options,4.808332,25.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Coaching Course:Investment Analysis for your clients,Business Finance,intermediate level,200,1,0.5666666666666667,Intermediate,coaching course:investment analysis for your clients,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Harnessing the Power of Growth Stocks,Business Finance,intermediate level,50,29,2.0,Intermediate,harnessing the power of growth stocks,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Get Credit for Your EIN That's Not Linked to Your SSN,Business Finance,beginner level,20,27,1.5,Beginner,get credit for your ein that's not linked to your ssn,4.301327,385.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Translation,Business Finance,beginner level,20,167,1.5,Beginner,financial translation,3.347122,58.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Binary Beginners Mastery Strategy.,Business Finance,beginner level,0,927,1.0,Beginner,binary beginners mastery strategy.,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
High-Frequency Trading & Dark Pools,Business Finance,beginner level,40,19,2.0,Beginner,high-frequency trading & dark pools,3.5101616,60.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Statement Fundamentals for Small Biz & Investors,Business Finance,beginner level,30,751,3.0,Beginner,financial statement fundamentals for small biz & investors,4.2115827,10.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introduction to Trade Theory (Technical Analysis) For Stocks,Business Finance,beginner level,20,45,1.0,Beginner,introduction to trade theory (technical analysis) for stocks,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Forex Trading For Beginners: Technical Trading,Business Finance,beginner level,0,1685,2.0,Beginner,forex trading for beginners: technical trading,4.1337104,242.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Trading: High-ROI Trading,Business Finance,intermediate level,190,126,12.5,Intermediate,trading: high-roi trading,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Fundraising 101,Business Finance,beginner level,95,26,1.0,Beginner,fundraising 101,4.0937276,40.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
The Advantages of ETF Options and Index Options Trading,Business Finance,intermediate level,60,52,1.0,Intermediate,the advantages of etf options and index options trading,3.6690626,49.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introduction to Equity Markets,Business Finance,beginner level,0,4770,6.5,Beginner,introduction to equity markets,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Management - Ratio Analysis,Business Finance,beginner level,20,2046,5.5,Beginner,financial management - ratio analysis,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introduction to the economics of public services regulation,Business Finance,intermediate level,80,98,8.0,Intermediate,introduction to the economics of public services regulation,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Accounting Standard 3 - An Analysis,Business Finance,intermediate level,25,1888,1.0,Intermediate,accounting standard 3 - an analysis,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introduction to Forex Trading Business For Beginners,Business Finance,beginner level,20,0,1.5,Beginner,introduction to forex trading business for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,Business Finance,beginner level,20,0,2.5,Beginner,cryptocurrency (btc & eth) investment & trading course 2017,3.217638,50.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Introduction to Project Management for Finance and Acct'g,Business Finance,beginner level,50,0,2.0,Beginner,introduction to project management for finance and acct'g,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Best Practices in Corporate Budgeting,Business Finance,intermediate level,50,0,2.0,Intermediate,best practices in corporate budgeting,4.028612,68.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Financial Statement Auditing Cycles,Business Finance,intermediate level,50,0,2.0,Intermediate,financial statement auditing cycles,4.3159566,251.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Case studies on credit appraisal for bankers,Business Finance,beginner level,20,0,3.5,Beginner,case studies on credit appraisal for bankers,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Building a Balanced Scorecard,Business Finance,intermediate level,50,0,2.0,Intermediate,building a balanced scorecard,3.9565043,283.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Options Trading Foundation: Your journey to competency...,Business Finance,intermediate level,95,0,1.0,Intermediate,options trading foundation: your journey to competency...,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
Foundations of Investing,Business Finance,beginner level,40,0,2.0,Beginner,foundations of investing,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Business Finance
